time,latitude,longitude,temperature
29264,-63,-103,2.160000
29264,-63,-101,2.210000
29264,-63,-99,2.340000
29264,-63,-97,2.460000
29264,-63,-95,2.500000
29264,-63,-93,2.600000
29264,-63,-91,2.600000
29264,-63,-89,2.460000
29264,-63,-87,2.460000
29264,-63,-85,2.360000
29264,-63,-83,2.330000
29264,-63,-81,2.280000
29264,-63,-79,2.230000
29264,-63,-77,2.170000
29264,-63,-75,2.000000
29264,-63,-73,2.000000
29264,-63,-71,1.780000
29264,-63,-69,1.780000
29264,-63,-67,1.420000
29264,-63,-65,1.300000
29264,-63,-63,1.300000
29264,-63,-61,NaN
29264,-63,-59,NaN
29264,-63,-57,NaN
29264,-63,-55,NaN
29264,-63,-53,NaN
29264,-63,-51,NaN
29264,-63,-49,NaN
29264,-63,-47,NaN
29264,-63,-45,NaN
29264,-63,-43,NaN
29264,-63,-41,NaN
29264,-63,-39,NaN
29264,-63,-37,NaN
29264,-63,-35,NaN
29264,-63,-33,NaN
29264,-63,-31,NaN
29264,-63,-29,NaN
29264,-63,-27,-0.050000
29264,-63,-25,-0.050000
29264,-63,-23,-0.080000
29264,-63,-21,-0.160000
29264,-63,-19,-0.160000
29264,-63,-17,-0.200000
29264,-63,-15,-0.200000
29264,-63,-13,-0.290000
29264,-63,-11,-0.320000
29264,-63,-9,-0.360000
29264,-63,-7,-0.410000
29264,-63,-5,-0.420000
29264,-63,-3,-0.440000
29264,-63,-1,-0.440000
29264,-63,1,-0.400000
29264,-63,3,-0.400000
29264,-63,5,-0.400000
29264,-63,7,-0.400000
29264,-63,9,-0.390000
29264,-63,11,-0.380000
29264,-63,13,-0.380000
29264,-63,15,-0.360000
29264,-63,17,-0.360000
29264,-63,19,-0.370000
29264,-63,21,-0.370000
29264,-63,23,-0.360000
29264,-63,25,-0.360000
29264,-63,27,-0.330000
29264,-63,29,-0.300000
29264,-63,31,-0.290000
29264,-63,33,-0.270000
29264,-63,35,-0.270000
29264,-63,37,-0.310000
29264,-63,39,-0.310000
29264,-63,41,-0.340000
29264,-63,43,-0.350000
29264,-63,45,-0.400000
29264,-63,47,-0.440000
29264,-63,49,-0.460000
29264,-63,51,-0.520000
29264,-63,53,-0.520000
29264,-63,55,-0.590000
29264,-63,57,-0.590000
29264,-63,59,-0.640000
29264,-63,61,-0.660000
29264,-63,63,-0.690000
29264,-63,65,-0.720000
29264,-63,67,-0.720000
29264,-63,69,-0.720000
29264,-63,71,-0.720000
29264,-63,73,-0.610000
29264,-63,75,-0.610000
29264,-63,77,-0.560000
29264,-63,79,-0.540000
29264,-63,81,-0.510000
29264,-63,83,-0.480000
29264,-63,85,-0.440000
29264,-63,87,-0.310000
29264,-63,89,-0.310000
29264,-63,91,-0.390000
29264,-63,93,-0.390000
29264,-63,95,-0.250000
29264,-63,97,-0.200000
29264,-63,99,-0.150000
29264,-63,101,-0.090000
29264,-63,103,-0.150000
29264,-63,105,-0.340000
29264,-63,107,-0.340000
29264,-63,109,-0.360000
29264,-63,111,-0.360000
29264,-63,113,-0.010000
29264,-63,115,0.100000
29264,-63,117,0.310000
29264,-63,119,0.520000
29264,-63,121,0.550000
29264,-63,123,0.670000
29264,-63,125,0.670000
29264,-63,127,0.970000
29264,-63,129,0.970000
29264,-63,131,1.260000
29264,-63,133,1.360000
29264,-63,135,1.410000
29264,-63,137,1.450000
29264,-63,139,1.450000
29264,-63,141,1.440000
29264,-63,143,1.440000
29264,-63,145,1.250000
29264,-63,147,1.250000
29264,-63,149,0.980000
29264,-63,151,0.890000
29264,-63,153,0.800000
29264,-63,155,0.710000
29264,-63,157,0.680000
29264,-63,159,0.580000
29264,-63,161,0.580000
29264,-63,163,0.460000
29264,-63,165,0.460000
29264,-63,167,0.460000
29264,-63,169,0.450000
29264,-63,171,0.440000
29264,-63,173,0.430000
29264,-63,175,0.410000
29264,-63,177,0.360000
29264,-63,179,0.360000
29264,-61,-179,0.310000
29264,-61,-177,0.310000
29264,-61,-175,0.190000
29264,-61,-173,0.150000
29264,-61,-171,0.140000
29264,-61,-169,0.130000
29264,-61,-167,0.120000
29264,-61,-165,0.080000
29264,-61,-163,0.080000
29264,-61,-161,-0.100000
29264,-61,-159,-0.100000
29264,-61,-157,-0.080000
29264,-61,-155,-0.080000
29264,-61,-153,0.080000
29264,-61,-151,0.240000
29264,-61,-149,0.310000
29264,-61,-147,0.520000
29264,-61,-145,0.520000
29264,-61,-143,0.490000
29264,-61,-141,0.490000
29264,-61,-139,0.570000
29264,-61,-137,0.600000
29264,-61,-135,0.670000
29264,-61,-133,0.740000
29264,-61,-131,0.740000
29264,-61,-129,0.740000
29264,-61,-127,0.740000
29264,-61,-125,0.770000
29264,-61,-123,0.770000
29264,-61,-121,0.890000
29264,-61,-119,0.930000
29264,-61,-117,1.070000
29264,-61,-115,1.210000
29264,-61,-113,1.270000
29264,-61,-111,1.460000
29264,-61,-109,1.460000
29264,-61,-107,1.670000
29264,-61,-105,1.670000
29264,-61,-103,1.820000
29264,-61,-101,1.870000
29264,-61,-99,2.000000
29264,-61,-97,2.120000
29264,-61,-95,2.150000
29264,-61,-93,2.250000
29264,-61,-91,2.250000
29264,-61,-89,2.150000
29264,-61,-87,2.150000
29264,-61,-85,2.040000
29264,-61,-83,2.010000
29264,-61,-81,1.960000
29264,-61,-79,1.910000
29264,-61,-77,1.880000
29264,-61,-75,1.790000
29264,-61,-73,1.790000
29264,-61,-71,1.790000
29264,-61,-69,1.790000
29264,-61,-67,1.610000
29264,-61,-65,1.540000
29264,-61,-63,1.410000
29264,-61,-61,1.240000
29264,-61,-59,1.180000
29264,-61,-57,0.990000
29264,-61,-55,0.990000
29264,-61,-53,0.580000
29264,-61,-51,0.580000
29264,-61,-49,0.380000
29264,-61,-47,0.310000
29264,-61,-45,0.220000
29264,-61,-43,0.130000
29264,-61,-41,0.100000
29264,-61,-39,0.000000
29264,-61,-37,0.000000
29264,-61,-35,0.210000
29264,-61,-33,0.210000
29264,-61,-31,0.120000
29264,-61,-29,0.100000
29264,-61,-27,-0.050000
29264,-61,-25,-0.170000
29264,-61,-23,-0.210000
29264,-61,-21,-0.330000
29264,-61,-19,-0.330000
29264,-61,-17,-0.360000
29264,-61,-15,-0.360000
29264,-61,-13,-0.340000
29264,-61,-11,-0.340000
29264,-61,-9,-0.330000
29264,-61,-7,-0.330000
29264,-61,-5,-0.330000
29264,-61,-3,-0.360000
29264,-61,-1,-0.360000
29264,-61,1,-0.340000
29264,-61,3,-0.340000
29264,-61,5,-0.440000
29264,-61,7,-0.470000
29264,-61,9,-0.500000
29264,-61,11,-0.520000
29264,-61,13,-0.490000
29264,-61,15,-0.410000
29264,-61,17,-0.410000
29264,-61,19,-0.370000
29264,-61,21,-0.370000
29264,-61,23,-0.410000
29264,-61,25,-0.430000
29264,-61,27,-0.380000
29264,-61,29,-0.340000
29264,-61,31,-0.330000
29264,-61,33,-0.290000
29264,-61,35,-0.290000
29264,-61,37,-0.300000
29264,-61,39,-0.300000
29264,-61,41,-0.360000
29264,-61,43,-0.370000
29264,-61,45,-0.410000
29264,-61,47,-0.460000
29264,-61,49,-0.460000
29264,-61,51,-0.470000
29264,-61,53,-0.470000
29264,-61,55,-0.550000
29264,-61,57,-0.550000
29264,-61,59,-0.570000
29264,-61,61,-0.580000
29264,-61,63,-0.610000
29264,-61,65,-0.650000
29264,-61,67,-0.630000
29264,-61,69,-0.600000
29264,-61,71,-0.600000
29264,-61,73,-0.480000
29264,-61,75,-0.480000
29264,-61,77,-0.410000
29264,-61,79,-0.380000
29264,-61,81,-0.370000
29264,-61,83,-0.350000
29264,-61,85,-0.330000
29264,-61,87,-0.270000
29264,-61,89,-0.270000
29264,-61,91,-0.150000
29264,-61,93,-0.150000
29264,-61,95,-0.090000
29264,-61,97,-0.070000
29264,-61,99,-0.040000
29264,-61,101,-0.010000
29264,-61,103,0.050000
29264,-61,105,0.200000
29264,-61,107,0.200000
29264,-61,109,0.280000
29264,-61,111,0.280000
29264,-61,113,0.400000
29264,-61,115,0.440000
29264,-61,117,0.570000
29264,-61,119,0.710000
29264,-61,121,0.750000
29264,-61,123,0.870000
29264,-61,125,0.870000
29264,-61,127,1.210000
29264,-61,129,1.210000
29264,-61,131,1.390000
29264,-61,133,1.450000
29264,-61,135,1.560000
29264,-61,137,1.670000
29264,-61,139,1.690000
29264,-61,141,1.750000
29264,-61,143,1.750000
29264,-61,145,1.540000
29264,-61,147,1.540000
29264,-61,149,1.230000
29264,-61,151,1.130000
29264,-61,153,1.010000
29264,-61,155,0.900000
29264,-61,157,0.860000
29264,-61,159,0.720000
29264,-61,161,0.720000
29264,-61,163,0.640000
29264,-61,165,0.640000
29264,-61,167,0.620000
29264,-61,169,0.620000
29264,-61,171,0.610000
29264,-61,173,0.610000
29264,-61,175,0.580000
29264,-61,177,0.490000
29264,-61,179,0.490000
29264,-59,-179,0.330000
29264,-59,-177,0.330000
29264,-59,-175,0.200000
29264,-59,-173,0.160000
29264,-59,-171,0.120000
29264,-59,-169,0.080000
29264,-59,-167,0.070000
29264,-59,-165,0.040000
29264,-59,-163,0.040000
29264,-59,-161,-0.210000
29264,-59,-159,-0.210000
29264,-59,-157,-0.270000
29264,-59,-155,-0.300000
29264,-59,-153,-0.140000
29264,-59,-151,0.020000
29264,-59,-149,0.080000
29264,-59,-147,0.270000
29264,-59,-145,0.270000
29264,-59,-143,0.160000
29264,-59,-141,0.160000
29264,-59,-139,0.200000
29264,-59,-137,0.220000
29264,-59,-135,0.320000
29264,-59,-133,0.410000
29264,-59,-131,0.420000
29264,-59,-129,0.450000
29264,-59,-127,0.450000
29264,-59,-125,0.460000
29264,-59,-123,0.460000
29264,-59,-121,0.610000
29264,-59,-119,0.660000
29264,-59,-117,0.810000
29264,-59,-115,0.970000
29264,-59,-113,1.020000
29264,-59,-111,1.180000
29264,-59,-109,1.180000
29264,-59,-107,1.380000
29264,-59,-105,1.380000
29264,-59,-103,1.530000
29264,-59,-101,1.580000
29264,-59,-99,1.690000
29264,-59,-97,1.810000
29264,-59,-95,1.830000
29264,-59,-93,1.900000
29264,-59,-91,1.900000
29264,-59,-89,1.800000
29264,-59,-87,1.800000
29264,-59,-85,1.680000
29264,-59,-83,1.630000
29264,-59,-81,1.580000
29264,-59,-79,1.530000
29264,-59,-77,1.520000
29264,-59,-75,1.480000
29264,-59,-73,1.480000
29264,-59,-71,1.590000
29264,-59,-69,1.590000
29264,-59,-67,1.510000
29264,-59,-65,1.490000
29264,-59,-63,1.370000
29264,-59,-61,1.250000
29264,-59,-59,1.200000
29264,-59,-57,1.060000
29264,-59,-55,1.060000
29264,-59,-53,0.690000
29264,-59,-51,0.690000
29264,-59,-49,0.500000
29264,-59,-47,0.440000
29264,-59,-45,0.350000
29264,-59,-43,0.260000
29264,-59,-41,0.220000
29264,-59,-39,0.100000
29264,-59,-37,0.100000
29264,-59,-35,0.270000
29264,-59,-33,0.270000
29264,-59,-31,0.200000
29264,-59,-29,0.180000
29264,-59,-27,-0.030000
29264,-59,-25,-0.240000
29264,-59,-23,-0.270000
29264,-59,-21,-0.360000
29264,-59,-19,-0.360000
29264,-59,-17,-0.350000
29264,-59,-15,-0.350000
29264,-59,-13,-0.290000
29264,-59,-11,-0.260000
29264,-59,-9,-0.220000
29264,-59,-7,-0.170000
29264,-59,-5,-0.180000
29264,-59,-3,-0.200000
29264,-59,-1,-0.200000
29264,-59,1,-0.330000
29264,-59,3,-0.330000
29264,-59,5,-0.500000
29264,-59,7,-0.560000
29264,-59,9,-0.570000
29264,-59,11,-0.590000
29264,-59,13,-0.560000
29264,-59,15,-0.460000
29264,-59,17,-0.460000
29264,-59,19,-0.430000
29264,-59,21,-0.430000
29264,-59,23,-0.500000
29264,-59,25,-0.520000
29264,-59,27,-0.480000
29264,-59,29,-0.450000
29264,-59,31,-0.440000
29264,-59,33,-0.390000
29264,-59,35,-0.390000
29264,-59,37,-0.360000
29264,-59,39,-0.360000
29264,-59,41,-0.400000
29264,-59,43,-0.420000
29264,-59,45,-0.440000
29264,-59,47,-0.460000
29264,-59,49,-0.450000
29264,-59,51,-0.430000
29264,-59,53,-0.430000
29264,-59,55,-0.460000
29264,-59,57,-0.460000
29264,-59,59,-0.440000
29264,-59,61,-0.440000
29264,-59,63,-0.430000
29264,-59,65,-0.420000
29264,-59,67,-0.410000
29264,-59,69,-0.380000
29264,-59,71,-0.380000
29264,-59,73,-0.260000
29264,-59,75,-0.260000
29264,-59,77,-0.190000
29264,-59,79,-0.170000
29264,-59,81,-0.150000
29264,-59,83,-0.130000
29264,-59,85,-0.120000
29264,-59,87,-0.100000
29264,-59,89,-0.100000
29264,-59,91,0.000000
29264,-59,93,0.000000
29264,-59,95,0.090000
29264,-59,97,0.110000
29264,-59,99,0.140000
29264,-59,101,0.160000
29264,-59,103,0.210000
29264,-59,105,0.350000
29264,-59,107,0.350000
29264,-59,109,0.390000
29264,-59,111,0.390000
29264,-59,113,0.490000
29264,-59,115,0.520000
29264,-59,117,0.630000
29264,-59,119,0.740000
29264,-59,121,0.780000
29264,-59,123,0.890000
29264,-59,125,0.890000
29264,-59,127,1.170000
29264,-59,129,1.170000
29264,-59,131,1.340000
29264,-59,133,1.400000
29264,-59,135,1.540000
29264,-59,137,1.680000
29264,-59,139,1.730000
29264,-59,141,1.890000
29264,-59,143,1.890000
29264,-59,145,1.690000
29264,-59,147,1.690000
29264,-59,149,1.370000
29264,-59,151,1.270000
29264,-59,153,1.150000
29264,-59,155,1.040000
29264,-59,157,0.990000
29264,-59,159,0.840000
29264,-59,161,0.840000
29264,-59,163,0.670000
29264,-59,165,0.670000
29264,-59,167,0.590000
29264,-59,169,0.560000
29264,-59,171,0.600000
29264,-59,173,0.630000
29264,-59,175,0.610000
29264,-59,177,0.530000
29264,-59,179,0.530000
29264,-57,-179,0.320000
29264,-57,-177,0.320000
29264,-57,-175,0.180000
29264,-57,-173,0.140000
29264,-57,-171,0.070000
29264,-57,-169,0.000000
29264,-57,-167,0.000000
29264,-57,-165,-0.020000
29264,-57,-163,-0.020000
29264,-57,-161,-0.210000
29264,-57,-159,-0.210000
29264,-57,-157,-0.330000
29264,-57,-155,-0.370000
29264,-57,-153,-0.260000
29264,-57,-151,-0.150000
29264,-57,-149,-0.120000
29264,-57,-147,-0.030000
29264,-57,-145,-0.030000
29264,-57,-143,-0.230000
29264,-57,-141,-0.230000
29264,-57,-139,-0.170000
29264,-57,-137,-0.150000
29264,-57,-135,-0.010000
29264,-57,-133,0.130000
29264,-57,-131,0.140000
29264,-57,-129,0.190000
29264,-57,-127,0.190000
29264,-57,-125,0.210000
29264,-57,-123,0.210000
29264,-57,-121,0.380000
29264,-57,-119,0.430000
29264,-57,-117,0.580000
29264,-57,-115,0.730000
29264,-57,-113,0.790000
29264,-57,-111,0.960000
29264,-57,-109,0.960000
29264,-57,-107,1.180000
29264,-57,-105,1.180000
29264,-57,-103,1.310000
29264,-57,-101,1.360000
29264,-57,-99,1.460000
29264,-57,-97,1.550000
29264,-57,-95,1.560000
29264,-57,-93,1.580000
29264,-57,-91,1.580000
29264,-57,-89,1.470000
29264,-57,-87,1.470000
29264,-57,-85,1.340000
29264,-57,-83,1.300000
29264,-57,-81,1.250000
29264,-57,-79,1.200000
29264,-57,-77,1.190000
29264,-57,-75,1.160000
29264,-57,-73,1.160000
29264,-57,-71,1.330000
29264,-57,-69,1.330000
29264,-57,-67,1.250000
29264,-57,-65,1.220000
29264,-57,-63,1.150000
29264,-57,-61,1.080000
29264,-57,-59,1.060000
29264,-57,-57,0.990000
29264,-57,-55,0.990000
29264,-57,-53,0.700000
29264,-57,-51,0.700000
29264,-57,-49,0.580000
29264,-57,-47,0.530000
29264,-57,-45,0.480000
29264,-57,-43,0.430000
29264,-57,-41,0.370000
29264,-57,-39,0.210000
29264,-57,-37,0.210000
29264,-57,-35,0.220000
29264,-57,-33,0.220000
29264,-57,-31,0.130000
29264,-57,-29,0.100000
29264,-57,-27,-0.030000
29264,-57,-25,-0.160000
29264,-57,-23,-0.170000
29264,-57,-21,-0.210000
29264,-57,-19,-0.210000
29264,-57,-17,-0.250000
29264,-57,-15,-0.250000
29264,-57,-13,-0.140000
29264,-57,-11,-0.100000
29264,-57,-9,-0.060000
29264,-57,-7,-0.010000
29264,-57,-5,-0.020000
29264,-57,-3,-0.050000
29264,-57,-1,-0.050000
29264,-57,1,-0.260000
29264,-57,3,-0.260000
29264,-57,5,-0.450000
29264,-57,7,-0.510000
29264,-57,9,-0.520000
29264,-57,11,-0.520000
29264,-57,13,-0.500000
29264,-57,15,-0.460000
29264,-57,17,-0.460000
29264,-57,19,-0.470000
29264,-57,21,-0.470000
29264,-57,23,-0.510000
29264,-57,25,-0.520000
29264,-57,27,-0.520000
29264,-57,29,-0.520000
29264,-57,31,-0.520000
29264,-57,33,-0.520000
29264,-57,35,-0.520000
29264,-57,37,-0.510000
29264,-57,39,-0.510000
29264,-57,41,-0.530000
29264,-57,43,-0.540000
